download_count,project
398681,"hstspreload"
398661,"plotly-resampler"
398595,"pyspark-pandas"
398468,"zipstream-ng"
398364,"pytest-structlog"
398281,"pyperf"
398155,"pluginlib"
398109,"dm-control"
398013,"effdet"
397699,"borb"
397654,"notifiers"
397450,"brainstem"
397287,"snuggs"
397127,"nvidia-ml-py3"
396978,"pyyml"
396283,"pytest-harvest"
396236,"singer-python"
396199,"untangle"
396033,"untokenize"
395592,"pyqrcode"
395459,"pygitguardian"
395237,"pyobjc-framework-backgroundassets"
394985,"semantic-link-functions-meteostat"
394981,"semantic-link-functions-validators"
394977,"cmarkgfm"
394976,"semantic-link-functions-holidays"
394943,"semantic-link-functions-geopandas"
394900,"pyobjc-framework-healthkit"
394873,"pyobjc-framework-avrouting"
394810,"icd-mappings"
394799,"inspect-scout"
394742,"ipaddr"
394585,"nncf"
394509,"drf-standardized-errors"
394416,"azure-mgmt-databricks"
394387,"pyobjc-framework-extensionkit"
394317,"pyobjc-framework-metalfx"
394298,"bpython"
394272,"pyobjc-framework-safetykit"
393998,"pyobjc-framework-sharedwithyoucore"
393996,"pyobjc-framework-sharedwithyou"
393820,"lambdatest-selenium-driver"
393734,"kubernetes-stubs-elephant-fork"
393641,"home-assistant-bluetooth"
393425,"hindsight-client"
392977,"types-aiobotocore-sns"
392926,"cdsapi"
392708,"semantic-link-functions-phonenumbers"
392597,"hnswlib"
392467,"misaki"
392048,"pycel"
391874,"gin-config"
391212,"pyrender"
391129,"pulumi-docker"
390912,"clvm-tools-rs"
390897,"confusables"
390735,"json-spec"
390723,"dissect-target"
390565,"empy"
390184,"coverage-badge"
390012,"types-aiobotocore-secretsmanager"
389970,"emmet-core"
389933,"jupyter-server-proxy"
389617,"upstash-vector"
389523,"pybars4"
389240,"pyobjc-framework-threadnetwork"
388895,"gnureadline"
388600,"einshape"
388598,"onnxruntime-genai"
388199,"libipld"
388187,"pgmpy"
388130,"rpaframework-pdf"
388063,"chia-rs"
387905,"pip-autoremove"
387765,"pyartifactory"
387425,"opencensus-ext-logging"
387350,"robocorp-storage"
387140,"bech32"
386960,"aiocontextvars"
386900,"openinference-instrumentation-google-genai"
386844,"cachy"
386762,"adrf"
386726,"drf-writable-nested"
386672,"substrait"
386091,"sglang-router"
385982,"stream-zip"
385700,"gmpy2"
385402,"types-pywin32"
385254,"bluetooth-adapters"
385103,"whisper-normalizer"
384855,"clvm-rs"
384747,"delighted"
383997,"textual-dev"
383982,"swapper"
383724,"lazy"
382711,"typedspark"
382651,"dvc-gs"
382461,"distance"
382123,"json-ref-dict"
382082,"apache-airflow-providers-grpc"
382074,"texterrors"
382030,"awslabs-aws-api-mcp-server"
381939,"promptflow-devkit"
381866,"pybind11-global"
381630,"grpcio-channelz"
381350,"xgboost-cpu"
381118,"xds-protos"
381096,"grequests"
380987,"blackduck"
380912,"pyramid-tm"
380875,"google-events"
380770,"aiotools"
380634,"promptflow-core"
380596,"pyshacl"
380568,"sqlalchemy-exasol"
380210,"rules"
379942,"pystac-client"
379833,"django-encrypted-model-fields"
379756,"httpbin"
379606,"promptflow-tracing"
379554,"django-imagekit"
379536,"policyuniverse"
379482,"numbers-parser"
379471,"types-aiobotocore-sts"
379421,"optimizely-sdk"
379193,"miniaudio"
378886,"realtimestt"
378844,"price-parser"
378813,"djangosaml2"
378283,"hl7"
378234,"alibabacloud-sts20150401"
378025,"cursor"
378003,"tentaclio-postgres"
377588,"pyobjc-framework-browserenginekit"
377586,"uncompyle6"
377026,"agent-framework-openai"
376888,"deap"
376217,"google-cloud-filestore"
376144,"test-results-parser"
376121,"schemdraw"
375833,"ctparse"
375722,"gptcache"
375679,"cpplint"
375417,"docsig"
375416,"sigstore-models"
375369,"prompty"
375357,"covdefaults"
375353,"zope-i18nmessageid"
375201,"bz2file"
375198,"pyu2f"
375164,"aiohttp-asyncmdnsresolver"
375126,"cdk-ecr-deployment"
375092,"monkeytype"
374954,"transliterate"
374907,"easy-thumbnails"
374801,"jstyleson"
374687,"types-babel"
374589,"sdbus"
374545,"types-emoji"
374189,"piper-tts"
374184,"favicon"
373816,"nfoursid"
373379,"pyobjc-framework-cinematic"
373351,"judgeval"
373274,"scikit-plot"
373246,"tardis-dev"
373225,"cloudwatch"
373223,"pydrive"
373188,"tree-sitter-fortran"
373011,"pyftpdlib"
372823,"pyobjc-framework-sensitivecontentanalysis"
372787,"peewee-migrate"
372730,"sybil"
372727,"kernels-data"
372661,"pyobjc-framework-symbols"
372558,"cmeel-boost"
372130,"symengine"
372034,"tokencost"
371853,"llama-index-embeddings-azure-openai"
371785,"purl"
371481,"adtk"
371279,"credstash"
371151,"sphinxcontrib-svg2pdfconverter"
370955,"hdf5plugin"
370689,"unstructured-ingest"
370518,"bqplot"
370428,"markdown-pdf"
370259,"nvidia-cuda-cccl"
369744,"openinference-instrumentation-bedrock"
369724,"types-ldap3"
369709,"azureml-dataprep-rslex"
369522,"astrapy"
369476,"sphinxcontrib-plantuml"
369311,"b2sdk"
369213,"markdown-graphviz-inline"
368475,"agent-framework-bedrock"
368323,"pydantic-collections"
368234,"types-termcolor"
367935,"exponent-server-sdk"
367726,"colour-science"
367490,"pytest-cover"
367436,"agent-framework-claude"
367418,"feast"
367280,"aioftp"
367133,"asyncio-atexit"
366693,"google-ads-admanager"
366582,"indic-numtowords"
366456,"apache-airflow-providers-apache-tinkerpop"
366037,"facebook-sdk"
365976,"check-wheel-contents"
365554,"spotipy"
365508,"aioimaplib"
365086,"pycaret"
365033,"filesplit"
364740,"pylint-pytest"
364568,"zipcodes"
364462,"phonemizer"
364410,"voluptuous-serialize"
364397,"buildkite-test-collector"
364154,"agent-framework-foundry-local"
364146,"owlrl"
364040,"html-to-markdown"
363889,"recurly"
363819,"onnxsim"
363323,"pockets"
363206,"torch-einops-utils"
363140,"mcp-server-duckdb"
363044,"free-proxy"
363034,"flask-basicauth"
362841,"dash-mantine-components"
362716,"sigfig"
362087,"monai"
361567,"docx"
360867,"sagemaker-scikit-learn-extension"
360615,"pyrogram"
360497,"zulip"
360455,"openinference-instrumentation-agno"
360448,"starsessions"
360268,"path-py"
360190,"pottery"
360105,"dagster-spark"
360087,"azure-appconfiguration-provider"
360009,"py-machineid"
359687,"arviz-stats"
359645,"keras-hub"
359564,"pymannkendall"
359093,"types-aws-xray-sdk"
358834,"chronos-forecasting"
358717,"2captcha-python"
358681,"pyfunctional"
358636,"hass-nabucasa"
358460,"zope-configuration"
357996,"ome-zarr"
357895,"awsebcli"
357558,"aqtinstall"
356993,"nvidia-modelopt"
356824,"django-elasticsearch-dsl"
356746,"numba-cuda"
356634,"rison"
356623,"kimi-cli"
356592,"vercel-workers"
356475,"faicons"
356445,"vectorbt"
356309,"stackprinter"
356063,"sphinxcontrib-napoleon"
355891,"reverse-geocoder"
355861,"webrtcvad"
355763,"requirements-detector"
355747,"types-google-cloud-ndb"
355743,"pybiomart"
355665,"dsnparse"
355604,"pyatlan"
355601,"pyfaidx"
355577,"dagster-rest-resources"
355544,"pyrdfa3"
355373,"captum"
355366,"lambdatest-sdk-utils"
354849,"apache-airflow-providers-github"
354663,"neptune-query"
354623,"pyroma"
354547,"zope-proxy"
354413,"django-ordered-model"
353807,"azureml-dataprep-native"
353789,"excelrd"
353665,"python-tss-sdk"
353263,"jc"
353061,"chiapos"
352992,"chiavdf"
352813,"pycapnp"
352638,"pytest-coverage"
352551,"clean-fid"
352207,"pyminizip"
352074,"clevercsv"
352046,"hexdump"
352014,"fastai"
351934,"truefoundry-sdk"
351797,"dishka"
351680,"ipinfo"
351383,"poppler-utils"
351352,"airbyte"
351333,"numpydantic"
351269,"robotframework-retryfailed"
351235,"bravado-core"
351234,"large-image-source-tiff"
350897,"tardis-client"
350633,"ecmwf-datastores-client"
350556,"flake8-variables-names"
350442,"django-upgrade"
350071,"qasync"
349654,"pdbeccdutils"
349586,"vortex-data"
349488,"pyproject-flake8"
349167,"pot"
348957,"nixl-cu12"
348849,"robotframework-seleniumtestability"
348817,"html2image"
348800,"jinja2-pluralize"
348690,"pingouin"
348686,"audio-separator"
348588,"entrypoint2"
348433,"xmodem"
347858,"mlforecast"
347837,"pyxlsx"
347811,"django-admin-autocomplete-filter"
347490,"aiodogstatsd"
347309,"epam-indigo"
347259,"sgl-kernel"
346972,"aws-cdk-aws-kms"
346948,"openinference-instrumentation-llama-index"
346800,"simplekml"
346742,"robotframework-stacktrace"
346431,"okta-jwt-verifier"
346380,"spark-parser"
346295,"advanced-alchemy"
345932,"pyobjc-framework-carbon"
345665,"django-configurations"
345143,"pycobertura"
345077,"flask-bootstrap"
344982,"visitor"
344974,"fastapi-azure-auth"
344948,"flask-pydantic"
344912,"dm-env"
344813,"sklearn2pmml"
344711,"mosaicml-streaming"
344438,"pylru"
344299,"sqlalchemy-dremio"
344132,"filigran-sseclient"
344080,"azure-mgmt-managedservices"
343902,"durabletask"
343810,"django-pghistory"
343789,"ssh2-python"
343606,"licensecheck"
343511,"airflow-clickhouse-plugin"
343324,"tgcrypto"
343309,"acachecontrol"
343270,"isolate-proto"
343192,"oslo-concurrency"
343061,"pyobjc-framework-mediaextension"
343022,"durabletask-azuremanaged"
342996,"spin"
342938,"nvitop"
342834,"labelbox"
342512,"install-playwright"
342397,"snaptrade-python-sdk"
342388,"pyexcelerate"
342117,"testscenarios"
342074,"aiooui"
342025,"logfury"
342000,"djangorestframework-xml"
341993,"syntaqlite"
341816,"streamlit-folium"
341701,"json-logic-qubit"
341603,"pytest-hypothesis"
341524,"python-bitcoinlib"
341447,"python-amazon-sp-api"
341411,"sttable"
341310,"earthengine-api"
341281,"livekit-plugins-anthropic"
341263,"seedir"
341001,"powerfx"
340486,"fal"
340469,"psd-tools"
340467,"chiabip158"
340379,"fhconfparser"
340186,"ibm-db-sa"
339823,"simpervisor"
339715,"hyperliquid-python-sdk"
339339,"pycrdt-websocket"
339235,"soda-core-duckdb"
339184,"pyvalid"
339075,"django-q2"
339046,"phidget22"
338884,"usb-devices"
338846,"neo4j-graphrag"
338521,"mozfile"
338516,"tokenspeed-triton"
338391,"pyobjc-framework-devicediscoveryextension"
338305,"pyobjc-framework-fskit"
338185,"httpagentparser"
337874,"instructorembedding"
337795,"gpiod"
337465,"jpholiday"
337462,"django-postgres-extra"
337307,"py-zipkin"
337190,"single-source"
336905,"case-converter"
336861,"uiautomator2"
336553,"autologging"
336500,"pdftext"
336242,"kokoro-onnx"
336201,"srptools"
336082,"extruct"
336001,"banal"
335874,"pyiqa"
335804,"pytest-selenium"
335763,"mf2py"
335683,"dumb-init"
335311,"iteration-utilities"
335203,"redis-sentinel-url"
334988,"uart-devices"
334979,"zlib-ng"
334968,"pyston"
334903,"pycountry-convert"
334827,"prospector"
334808,"ordereddict"
334184,"morecantile"
334102,"rq-dashboard"
334015,"pyston-autoload"
333926,"literalai"
333925,"pytest-remotedata"
333912,"jsonformatter"
333466,"email-to"
333435,"qemu-qmp"
333422,"pyobjc-framework-securityui"
333348,"ciscoisesdk"
333222,"adbc-driver-flightsql"
333200,"llama-index-embeddings-huggingface"
333108,"google-cloud-tpu"
332733,"mode-streaming"
332516,"pip-check"
332489,"structlog-gcp"
332328,"google-cloud-dns"
332256,"xprof"
332219,"flake8-logging-format"
332132,"azure-ai-evaluation"
331891,"flash-linear-attention"
331703,"rcsb-api"
331604,"frappe-bench"
331446,"progressbar"
331369,"testresources"
331133,"drf-orjson-renderer"
330881,"tensorflow-io"
330770,"pyfzf"
330642,"types-boto3-secretsmanager"
330541,"tooluniverse"
330532,"onepasswordconnectsdk"
330424,"cachetools-async"
330233,"implicit"
330091,"java-access-bridge-wrapper"
330079,"flet"
330067,"sap-ai-sdk-gen"
330011,"django-permissions-policy"
329966,"qwen-agent"
329918,"urlobject"
329799,"bumpver"
329755,"pytapo"
329708,"mkdocs-static-i18n"
329613,"ffmpeg"
329575,"aws-cdk-aws-s3"
329483,"backports-shutil-get-terminal-size"
329373,"wiremock"
329058,"torch-stoi"
328947,"bluetooth-auto-recovery"
328778,"google-cloud-bigquery-connection"
328697,"bertopic"
328672,"gdal"
328208,"xonsh"
328118,"opencc"
328103,"zcbor"
328075,"trie"
327895,"onnxocr-ppocrv5"
327885,"types-enum34"
327843,"pyjwkest"
327745,"interpret"
327714,"tokenspeed-mla"
327699,"gpsoauth"
327461,"lob"
327460,"pdoc3"
327366,"types-orjson"
327352,"openinference-instrumentation-haystack"
327055,"proxy-py"
326838,"isolate"
326732,"lenses"
326682,"crhelper"
326504,"daemonize"
326490,"futurist"
326314,"attr"
326223,"symspellpy"
326128,"pyvips"
326123,"dagit"
326086,"eml-parser"
325984,"dkimpy"
325953,"qualname"
325703,"tsfresh"
325579,"sqlalchemy-mixins"
325569,"python-pcapng"
325505,"pierre-storage"
325365,"noiseprotocol"
325092,"apache-airflow-providers-apache-hive"
325001,"python-neutronclient"
324708,"oauth2"
324648,"ruamel-yaml-string"
324489,"pyventus"
324339,"pathtools"
324338,"tika"
324143,"vt-py"
324089,"lexid"
324073,"useful-types"
324004,"openmetadata-ingestion"
323840,"nested-lookup"
323541,"pytest-trio"
323350,"openinference-instrumentation-crewai"
323348,"datashader"
323304,"awslabs-aws-location-mcp-server"
323289,"ipython-sql"
322984,"sphinxcontrib-confluencebuilder"
322905,"atomicwrites-homeassistant"
322870,"google-cloud-ndb"
322585,"awslabs-memcached-mcp-server"
322491,"cloudcruise"
322275,"ruamel-base"
322223,"cirq-core"
322078,"pyqtwebengine"
322071,"rule-engine"
322070,"nova-act"
321875,"faiss-gpu"
321803,"tableschema"
321756,"mlx-vlm"
321727,"pyicu-binary"
321493,"django-sendgrid-v5"
321428,"objectory"
321399,"seqeval"
321253,"types-futures"
321148,"hydra-colorlog"
320941,"torchprofile"
320834,"pycrdt-store"
320636,"descript-audiotools"
320603,"indexed-gzip"
320375,"bounded-pool-executor"
320260,"xlib"
320180,"dom-toml"
320130,"datarobot"
320044,"clip-interrogator"
319976,"betacal"
319740,"atlassian-jwt-auth"
319641,"darts"
319518,"pygelf"
319327,"descript-audio-codec"
319062,"zope-deferredimport"
319023,"datadog-logger"
318972,"djhtml"
318927,"textract"
318862,"yarn-api-client"
318619,"cheetah3"
318526,"requests-unixsocket2"
318502,"ipyevents"
318016,"ipydagred3"
317900,"twofish"
317775,"secure-smtplib"
317553,"hyperscript"
317495,"djangorestframework-gis"
317408,"pick"
317236,"tencentcloud-sdk-python"
317111,"colorhash"
317101,"mozterm"
317097,"llama-index-llms-langchain"
317073,"random-user-agent"
316952,"nvidia-riva-client"
316786,"langchain-elasticsearch"
316755,"biocontext-kb"
316719,"aws-cdk-aws-ec2"
316606,"pulumi-docker-build"
316459,"antsibull-docs-parser"
316398,"retry-requests"
315947,"pytest-md"
315778,"snitun"
315230,"dash-cytoscape"
315081,"robotframework-databaselibrary"
314894,"mozlog"
314886,"openmeteo-requests"
314869,"demjson3"
314840,"pytest-spark"
314747,"django-solo"
314610,"asv-runner"
314541,"aws-cdk-aws-events"
314143,"jsonseq"
313966,"oslex"
313877,"sphinxcontrib-openapi"
313776,"ansible-pylibssh"
313751,"macaroonbakery"
313194,"aiotask-context"
313162,"botbuilder-integration-aiohttp"
313138,"promql-parser"
313051,"uipath-runtime"
312797,"google-cloud-video-transcoder"
312782,"bgutil-ytdlp-pot-provider"
312755,"reuse"
312704,"lilcom"
312472,"seqio"
312408,"smartystreets-python-sdk"
312284,"gotenberg-client"
312284,"memfabric-hybrid"
312063,"onigurumacffi"
312010,"dmpython"
311903,"eth-bloom"
311818,"varname"
311760,"persistent"
311589,"python-louvain"
311515,"azureml-dataset-runtime"
311313,"python-gerrit-api"
311197,"pymc-extras"
311098,"spider-client"
310949,"zhipuai"
310835,"azure-iot-hub"
310684,"promptflow"
310642,"imagededup"
310507,"schemachange"
310432,"numpy-stl"
310207,"aws-error-utils"
310162,"iniparse"
309873,"django-crum"
309858,"functools32"
309815,"crispy-bootstrap4"
309755,"dj-stripe"
309657,"djangoql"
309540,"btsocket"
309523,"jdk4py"
309344,"bitmath"
309256,"panzi-json-logic"
309186,"quadprog"
309076,"oic"
308936,"cmeel"
308608,"google-cloud-mldiagnostics"
308580,"mercurial"
308456,"pyrad"
308334,"alibabacloud-ram20150501"
308253,"warlock"
308104,"rocketchat-api"
308022,"yagmail"
307928,"mmhash3"
307607,"pdb-attach"
307459,"amazon-transcribe"
307421,"livekit-plugins-groq"
307409,"missingno"
307326,"gidgethub"
307283,"celery-stubs"
307066,"rtp"
306982,"pyzxing"
306982,"ansible-navigator"
306963,"python-i18n"
306899,"python-markdown-math"
306609,"phonetics"
306596,"python-gdcm"
306508,"python-glanceclient"
306502,"ml-goodput-measurement"
306140,"editdistpy"
306012,"python-toon"
305713,"peakrdl-ipxact"
305554,"datadogpy"
305500,"caldav"
305372,"semantic-router"
305175,"pettingzoo"
304902,"docspec-python"
304827,"asv"
304722,"zxing-cpp"
304691,"openmeteo-sdk"
304644,"llmcompressor"
304627,"stdeb"
304059,"yara-x"
303897,"clarifai-protocol"
303860,"acryl-great-expectations"
303808,"k8s-agent-sandbox"
303759,"lambdapdk"
303726,"sqlbag"
303575,"instaloader"
303563,"baml-py"
303506,"pyvex"
303266,"pyinvoke"
303203,"betterproto-rust-codec"
303137,"bluezoo"
303072,"sahi"
302956,"torchtune"
302566,"daytona-sdk"
302412,"langgraph-checkpoint-aws"
302189,"python-sonarqube-api"
302119,"pyasynchat"
302073,"pysqlite3"
301959,"apache-airflow-providers-opensearch"
301849,"kosong"
301758,"numkong"
301743,"types-tensorflow"
301655,"cityhash"
301635,"keyrings-cryptfile"
301562,"acryl-datahub-classify"
301531,"faust-streaming"
301333,"tangled-up-in-unicode"
301230,"llama-index-llms-openai-like"
301097,"backports-abc"
301072,"tzwhere"
300869,"cowsay"
300848,"notify-py"
300544,"azure-iot-device"
300419,"ib-async"
300067,"pytest-filter-subpackage"
300033,"linkml"
300017,"curies"
300001,"pysnmpcrypto"
299908,"langchain-unstructured"
299900,"django-ninja-extra"
299821,"vncdotool"
299684,"aiohttp-fast-zlib"
299611,"azureml-sdk"
299497,"simple-equ"
299482,"flake8-tidy-imports"
299444,"aws-cryptographic-material-providers"
299360,"aws-cryptography-internal-standard-library"
299359,"aws-cryptography-internal-kms"
299345,"aws-cryptography-internal-dynamodb"
299321,"kuzu"
299298,"aws-cryptography-internal-primitives"
298922,"property-manager"
298832,"zmq"
298793,"linearmodels"
298772,"mkdocs-git-authors-plugin"
298719,"cupy-cuda13x"
298513,"ciscoconfparse"
298111,"openseespy"
298012,"python-ipmi"
297874,"edk2-pytool-library"
297840,"linkml-runtime"
297795,"btrees"
297785,"text2num"
297773,"picobox"
297724,"kafka"
297372,"fuzzyset2"
297356,"django-jsonform"
297329,"nylas"
297190,"pytest-html-merger"
297135,"pypiserver"
297095,"pqdm"
297052,"mmdet"
297025,"tfp-nightly"
296957,"speedtest-cli"
296768,"importlib"
296753,"wincertstore"
296573,"countryinfo"
296473,"flask-executor"
296079,"splinter"
296071,"impacket"
295912,"teradataml"
295741,"snakemake-storage-plugin-gcs"
295707,"schemainspect"
295627,"iregexp-check"
295590,"munkres"
295555,"ipwhois"
295531,"migra"
295322,"salt-lint"
295321,"numpy-groupies"
295201,"pynvim"
294979,"aiometer"
294820,"jsonobject"
294782,"cysignals"
294692,"inotify"
294650,"jupyter-contrib-nbextensions"
294564,"conformer"
294308,"airflow-provider-fivetran-async"
294216,"azure-mgmt-hybridcompute"
294120,"types-hvac"
293820,"compress-pickle"
293748,"pycoingecko"
293713,"dagster-shell"
293656,"arcade-tdk"
293640,"globmatch"
293586,"firebase-functions"
293560,"gspread-pandas"
293468,"timedelta"
293440,"cmake-format"
293313,"types-sqlalchemy"
293269,"files-com"
293260,"warc3-wet-clueweb09"
293215,"aws-cdk-aws-lambda"
293205,"dataflows-tabulator"
293057,"cmeel-urdfdom"
292847,"fusepy"
292688,"ansible-creator"
292686,"gcloud-aio-taskqueue"
292633,"py-sr25519-bindings"
292480,"unidic"
292377,"trcli"
292293,"composio-core"
292214,"jupyter-contrib-core"
292000,"meltanolabs-target-snowflake"
291911,"fasttext-langdetect"
291873,"apache-airflow-providers-neo4j"
291848,"pyobjc-framework-arkit"
291832,"pytest-pytestrail"
291795,"pyobjc-framework-compositorservices"
291684,"pyobjc-framework-gamesave"
291653,"complexipy"
291586,"aiven-client"
291332,"executor"
291320,"strsimpy"
291280,"sshconf"
291098,"st-annotated-text"
291097,"python-jobspy"
291041,"syncer"
291031,"gcloud-aio-datastore"
290928,"times"
290883,"crosshair-tool"
290870,"yamlordereddictloader"
290801,"decohints"
290649,"colorzero"
290515,"antsibull-changelog"
290507,"empirical-calibration"
290387,"pydeps"
290029,"escapism"
290009,"elasticsearch-curator"
289864,"azure-mgmt-automation"
289847,"torchx"
289770,"pulumi-postgresql"
289712,"vocos"
289526,"aiozoneinfo"
289421,"composio-langchain"
289375,"django-classy-tags"
289314,"qudida"
289269,"sqids"
289237,"rclone-python"
289212,"stream-chat"
289178,"vegafusion"
289168,"pytest-timestamper"
289135,"pymongo-schema"
289126,"junos-eznc"
288811,"flake8-expression-complexity"
288718,"agent-framework-foundry"
288348,"gcloud-rest-bigquery"
288307,"voluptuous-openapi"
288183,"dbus-next"
288183,"kokoro"
288087,"jsonpath-rfc9535"
287708,"mysql"
287704,"shodan"
287678,"gcloud-rest-taskqueue"
287608,"ansible-sign"
287466,"drf-jwt"
287402,"mip"
287251,"flwr"
286942,"hdrhistogram"
286782,"arctic-inference"
286730,"prefect-azure"
286614,"pydantic-ai-skills"
286520,"finnhub-python"
286437,"bravado"
286401,"tesserocr"
286124,"aiohttp-sse"
286112,"cadquery"
285886,"pycln"
285669,"backoff-utils"
285644,"oso-cloud"
285624,"transformers-stream-generator"
285614,"vonage"
285276,"pika-stubs"
285109,"transparent-background"
285097,"uipath-platform"
284906,"ipyleaflet"
284902,"exrex"
284644,"streamlit-image-coordinates"
284495,"multiprocessing-logging"
284470,"cloud-accelerator-diagnostics"
284420,"python-barbicanclient"
284321,"sphinxcontrib-video"
284291,"drf-extra-fields"
284204,"repath"
284176,"unidic-lite"
284015,"libretranslatepy"
283985,"chonkie-core"
283836,"openseespylinux"
283546,"streaming-form-data"
283516,"foundry-local-sdk"
283454,"simple-dwd-weatherforecast"
283405,"rpy2"
283390,"html5rdf"
283272,"gcloud-rest-datastore"
283193,"plpygis"
283162,"zhon"
282974,"securetar"
282804,"pyangbind"
282789,"dafnyruntimepython"
282690,"flask-oauthlib"
282625,"netapp-ontap"
282571,"pubnub"
282485,"ansible-dev-tools"
282408,"conllu"
282390,"qpd"
282144,"aws-cdk-aws-logs"
282098,"mermaid-python"
281924,"pydantic-function-models"
281608,"grafeas"
281205,"intel-cmplr-lib-rt"
281166,"td-client"
281132,"writer-sdk"
281119,"google-cloud-datacatalog-lineage"
280874,"pylzss"
280697,"xdg-base-dirs"
280557,"google-cloud-parametermanager"
280555,"sortedcollections"
280531,"bloom-filter2"
280462,"spsdk"
280348,"libpass"
280271,"mrcfile"
280162,"fluent-pygments"
280138,"torchax"
280089,"gpiozero"
279712,"flake8-class-attributes-order"
279679,"pylint-celery"
279637,"cloud-tpu-diagnostics"
279247,"streamlit-keyup"
279225,"backports-entry-points-selectable"
279172,"daqp"
279099,"flake8-simplify"
278920,"pyimg4"
278773,"arviz-base"
278706,"protobuf-to-pydantic"
278703,"gradio-rangeslider"
278672,"airflow-dbt-python"
278440,"django-rest-swagger"
278413,"iso639-lang"
278052,"bpylist2"
278015,"azure-messaging-webpubsubservice"
277860,"cassio"
277774,"esprima"
277704,"django-braces"
277697,"xmldiff"
277591,"tasq-client-python"
277581,"vkbottle-types"
277473,"pyagrum-nightly"
277411,"mkdocs-simple-hooks"
277401,"pony"
277386,"mypy-gitlab-code-quality"
277369,"mozsystemmonitor"
277159,"openqasm3"
277145,"aurelio-sdk"
277133,"fiscalyear"
277031,"mechanize"
276883,"feedgen"
276868,"sqlite-anyio"
276634,"retell-sdk"
276483,"getmac"
276224,"ngrok"
276089,"localstack-ext"
276067,"types-factory-boy"
276044,"hachoir"
276010,"seam"
275985,"psutil-home-assistant"
275811,"pyiso8583"
275797,"binary"
275788,"pyheck"
275628,"delayed-assert"
275614,"pytd"
275522,"arviz-plots"
275505,"translate"
275489,"zabbix-utils"
275430,"types-filelock"
275363,"clarifai-grpc"
275214,"streamlit-card"
275181,"onnx-weekly"
275165,"partialjson"
275118,"cf-xarray"
275095,"multi-model-server"
275063,"fast-array-utils"
275047,"flask-monitoringdashboard"
274908,"p4python"
274779,"django-esi"
274763,"mosek"
274641,"azureml-telemetry"
274483,"tftpy"
274463,"tslearn"
274452,"spectree"
274366,"svgpathtools"
274316,"venv-pack"
274250,"drjax"
274232,"ghostscript"
274229,"http-exceptions"
274225,"autodoc-pydantic"
273961,"sanitize-filename"
273746,"livekit-plugins-assemblyai"
273458,"django-tailwind"
273308,"skia-pathops"
273178,"django-bulk-update"
273120,"cloudconvert"
273070,"blosc"
272858,"praat-parselmouth"
272690,"pytun-pmd3"
272476,"flask-script"
272470,"flake8-annotations-complexity"
272438,"argo-workflows"
272401,"metpy"
272392,"pygraphviz"
272319,"tftest"
271898,"pytest-md-report"
271870,"ipsw-parser"
271866,"funasr"
271798,"bellows"
271784,"libsast"
271778,"tinsel"
271748,"flake8-functions"
271728,"pytest-mock-resources"
271679,"controlnet-aux"
271629,"translate-toolkit"
271612,"awsiot"
271554,"django-autoslug"
271430,"sng4onnx"
271409,"statsd-python"
271335,"nodriver"
271266,"fissix"
271221,"systemd-python"
271126,"uipath-core"
271081,"tdigest"
271015,"google-cloud-certificate-manager"
271002,"brave-search"
270634,"pulumi-awsx"
270433,"django-bootstrap5"
270392,"pybloom-live"
270367,"squawk-cli"
270123,"petname"
270031,"entsoe-py"
269970,"typst"
269894,"captcha"
269886,"casbin-sqlalchemy-adapter"
269835,"mr-proper"
269791,"correctionlib"
269684,"user-agent"
269600,"inquirer3"
269519,"allianceauth"
269235,"nbdime"
269194,"vonage-jwt"
269181,"azureml-train-core"
269050,"brazilnum"
268755,"geoarrow-types"
268627,"mozdevice"
268566,"pylibmc"
268407,"einops-exts"
268344,"urwid-readline"
268331,"dagster-databricks"
268194,"brother-ql"
267948,"grpc-gateway-protoc-gen-openapiv2"
267766,"garminconnect"
267691,"ptvsd"
267618,"language-tool-python"
267597,"norenrestapipy"
267591,"pysrt"
267589,"django-grappelli"
267525,"codeshield"
267318,"djoser"
267232,"pycrashreport"
266912,"azureml-pipeline-core"
266879,"developer-disk-image"
266787,"posix-ipc"
266680,"markdownlit"
266615,"oslo-policy"
266479,"hyper-connections"
266473,"pytest-cpp"
266438,"types-requests-oauthlib"
266294,"ipyvue"
266275,"ytmusicapi"
266119,"imperfect"
266078,"streamlit-toggle-switch"
266016,"streamlit-embedcode"
265848,"pygnuutils"
265823,"sqlalchemy-singlestoredb"
265823,"skypilot-nightly"
265806,"pykdebugparser"
265756,"cmeel-assimp"
265733,"streamlit-faker"
265674,"pyjarowinkler"
265660,"model-archiver"
265485,"apache-airflow-providers-apache-druid"
265477,"agate-sql"
265430,"streamlit-camera-input-live"
265421,"authy"
265380,"streamlit-vertical-slider"
265235,"remotezip2"
265176,"pywatchman"
264934,"parameter-decorators"
264774,"django-sslserver"
264759,"pybit"
264741,"sphinx-markdown-builder"
264672,"mcap-ros2-support"
264605,"flake8-fixme"
264598,"pytubefix"
264471,"dlthub"
264370,"lightkube-models"
264276,"s2sphere"
264216,"pykrx"
264201,"pymorphy3"
264176,"flox"
264158,"pint-pandas"
264085,"icontract"
264007,"whichcraft"
263852,"django-rest-passwordreset"
263708,"css-html-js-minify"
263547,"djangorestframework-types"
263360,"doppler-sdk"
263254,"mssql-django"
263232,"tarsafe"
